"","x"
"26807",1
"26809",1
"26813",0
"26819",1
"26820",1
"26824",0
"26825",1
"26828",0
"26829",1
"26831",1
"26835",0
"26836",1
"26838",0
"26840",1
"26841",1
"26851",1
"26852",0
"26855",1
"26860",1
"26864",1
"26865",0
"26867",1
"26868",1
"26870",0
"26873",0
"26875",0
"26876",1
"26880",1
"26882",0
"26884",1
"26890",1
"26892",1
"26895",0
"26896",0
"26898",0
"26899",0
"26908",1
"26910",0
"26911",1
"26912",1
"26914",1
"26915",1
"26919",1
"26924",0
"26926",1
"26927",1
"26930",1
"26931",1
"26933",1
"26934",1
"26935",1
"26943",1
"26944",1
"26947",1
"26953",0
"26954",1
"26964",1
"26965",0
"26966",1
"26967",1
"26972",0
"26973",1
"26977",1
"26978",1
"26979",1
"26980",1
"26984",1
"26987",1
"26989",1
"26990",1
"26993",0
"26994",1
"26997",1
"26998",0
"26999",1
"27002",1
"27007",1
"27008",1
"27010",1
"27012",1
"27018",1
"27020",1
"27023",0
"27025",1
"27030",1
"27032",1
"27034",1
"27035",1
"27037",1
"27038",1
"27040",1
"27045",1
"27046",1
"27047",0
"27048",0
"27050",1
"27051",1
"27056",1
"27059",1
"27064",1
"27066",1
"27068",1
"27069",0
"27070",1
"27071",0
"27072",0
"27076",0
"27077",1
"27078",1
"27082",1
"27084",1
"27085",1
"27086",1
"27092",1
"27093",1
"27094",0
"27097",1
"27098",1
"27099",1
"27103",0
"27104",1
"27105",1
"27106",1
"27107",1
"27109",1
"27111",1
"27112",1
"27116",1
"27117",1
"27118",1
"27121",1
"27129",0
"27130",1
"27131",1
"27133",1
"27136",1
"27140",1
"27144",1
"27147",1
"27152",1
"27154",1
"27157",1
"27162",1
"27164",1
"27165",1
"27168",1
"27172",0
"27176",1
"27180",1
"27182",1
"27184",1
"27186",0
"27189",1
"27190",1
"27196",1
"27197",0
"27200",1
"27201",1
"27202",1
"27205",1
"27206",0
"27211",1
"27212",1
"27214",0
"27218",1
"27221",1
"27222",1
"27223",1
"27224",1
"27227",1
"27230",0
"27232",0
"27235",1
"27240",1
"27246",0
"27252",1
"27253",1
"27254",1
"27255",1
"27256",1
"27257",1
"27259",1
"27261",1
"27269",1
"27271",1
"27272",1
"27273",1
"27274",1
"27275",1
"27276",1
"27277",1
"27278",1
"27279",1
"27283",1
"27286",0
"27288",1
"27289",1
"27293",1
"27295",0
"27298",1
"27299",0
"27301",1
"27303",1
"27304",1
"27306",0
"27309",1
"27313",1
"27315",1
"27317",1
"27318",0
"27319",1
"27322",0
"27324",1
"27325",1
"27326",1
"27327",0
"27330",1
"27331",0
"27333",1
"27343",0
"27344",1
"27348",1
"27350",1
"27353",0
"27354",1
"27357",0
"27358",1
"27359",1
"27361",1
"27363",1
"27368",0
"27370",1
"27375",1
"27377",0
"27383",1
"27385",1
"27389",1
"27391",0
"27394",0
"27395",1
"27399",0
"27402",1
"27403",1
"27404",1
"27405",1
"27407",1
"27410",1
"27413",1
"27417",1
"27420",1
"27421",1
"27422",1
"27424",1
"27425",1
"27426",1
"27427",1
"27430",1
"27432",1
"27433",1
"27435",1
"27436",1
"27438",1
"27440",1
"27444",1
"27447",1
"27449",1
"27450",1
"27453",0
"27454",0
"27462",1
"27463",1
"27466",1
"27473",1
"27479",1
"27481",1
"27482",1
"27487",1
"27493",1
"27497",1
"27502",1
"27503",1
"27505",1
"27506",1
"27508",0
"27509",1
"27514",1
"27518",1
"27520",1
"27522",0
"27524",0
"27526",0
"27528",0
"27533",0
"27534",1
"27540",1
"27542",0
"27543",1
"27547",1
"27550",1
"27553",0
"27554",1
"27555",1
"27557",1
"27558",1
"27564",1
"27565",1
"27566",1
"27567",0
"27568",0
"27571",1
"27573",1
"27576",1
"27578",1
"27579",1
"27580",1
"27582",0
"27583",1
"27584",1
"27585",1
"27586",1
"27587",0
"27591",1
"27592",1
"27595",1
"27596",1
"27600",0
"27602",1
"27603",1
"27604",1
"27607",1
"27610",1
"27612",1
"27615",1
"27618",1
"27622",1
"27625",1
"27631",1
"27632",1
"27633",0
"27636",1
"27637",1
"27638",1
"27639",1
"27641",0
"27646",1
"27647",1
"27650",0
"27651",1
"27653",1
"27658",1
"27660",1
"27663",1
"27664",1
"27665",0
"27666",1
"27667",1
"27668",1
"27669",1
"27670",1
"27675",1
"27676",1
"27677",1
"27679",1
"27680",1
"27681",1
"27682",0
"27684",1
"27685",0
"27692",1
"27694",1
"27695",1
"27697",1
"27703",1
"27704",1
"27708",1
"27709",1
"27714",1
"27715",1
"27716",1
"27717",1
"27719",1
"27723",0
"27724",1
"27729",0
"27730",1
"27735",1
"27736",1
"27737",1
"27739",1
"27742",0
"27744",0
"27745",1
"27747",1
"27749",1
"27753",1
"27755",1
"27756",1
"27758",1
"27760",0
"27761",1
"27762",0
"27764",1
"27765",1
"27766",1
"27768",1
"27775",1
"27777",1
"27780",1
"27783",0
"27785",1
"27786",1
"27787",1
"27790",0
"27791",1
"27792",1
"27800",1
"27801",1
"27803",1
"27804",1
"27805",1
"27808",1
"27814",1
"27815",1
"27820",1
"27821",0
"27822",1
"27823",0
"27830",1
"27834",1
"27836",0
"27839",0
"27841",1
"27843",1
"27844",1
"27847",1
"27849",1
"27850",0
"27851",1
"27853",1
"27865",1
"27869",1
"27870",1
"27872",1
"27878",0
"27879",1
"27881",0
"27882",0
"27883",1
"27885",1
"27887",1
"27888",1
"27889",0
"27890",1
"27894",1
"27895",1
"27896",1
"27898",1
"27900",1
"27901",1
"27905",1
"27907",1
"27912",0
"27916",1
"27918",1
"27921",1
"27922",1
"27924",1
"27925",0
"27926",1
"27927",0
"27931",1
"27934",0
"27936",1
"27937",0
"27939",1
"27941",1
"27945",0
"27946",1
"27948",0
"27951",1
"27955",0
"27956",1
"27957",1
"27959",0
"27960",1
"27962",0
"27968",1
"27974",1
"27975",0
"27977",1
"27980",1
"27982",1
"27985",1
"27990",1
"27991",1
"27994",1
"27995",0
"27996",1
"28000",0
"28003",1
"28009",0
"28015",1
"28019",1
"28020",1
"28021",0
"28022",1
"28023",1
"28024",0
"28034",0
"28040",0
"28041",1
"28042",0
"28043",1
"28045",1
"28052",0
"28056",1
"28057",1
"28058",1
"28060",0
"28061",1
"28062",1
"28063",0
"28065",1
"28071",1
"28072",1
"28077",1
"28080",1
"28081",1
"28084",1
"28087",1
"28088",0
"28093",1
"28096",1
"28097",1
"28099",1
"28103",1
"28104",0
"28108",1
"28110",1
"28112",1
"28115",1
"28117",1
"28124",1
"28125",1
"28126",0
"28127",1
"28128",1
"28129",0
"28131",1
"28135",1
"28137",1
"28140",1
"28141",0
"28145",1
"28148",0
"28150",1
"28151",1
"28155",0
"28156",0
"28157",1
"28164",1
"28167",0
"28177",0
"28178",1
"28181",1
"28187",1
"28193",1
"28194",1
"28197",1
"28199",1
"28200",1
"28201",0
"28203",1
"28204",1
"28205",0
"28212",1
"28213",0
"28216",1
"28219",1
"28220",0
"28223",1
"28225",1
"28230",1
"28233",1
"28235",0
"28236",1
"28243",1
"28248",1
"28252",1
"28253",1
"28254",1
"28256",1
"28260",1
"28262",1
"28263",1
"28266",1
"28267",0
"28269",1
"28271",0
"28273",1
"28274",1
"28275",0
"28276",1
"28277",1
"28278",1
"28280",1
"28287",1
"28288",1
"28290",1
"28291",1
"28292",1
"28293",0
"28295",0
"28303",1
"28308",1
"28309",0
"28311",1
"28314",1
"28316",1
"28318",1
"28324",1
"28325",1
"28328",1
"28330",1
"28332",1
"28335",1
"28336",0
"28343",1
"28350",1
"28352",1
"28354",1
"28356",1
"28359",1
"28361",0
"28365",1
"28368",1
"28369",1
"28375",1
"28376",1
"28381",1
"28382",0
"28383",1
"28384",1
"28388",1
"28390",0
"28391",1
"28394",1
"28400",1
"28404",1
"28405",1
"28406",1
"28410",0
"28413",0
"28415",1
"28417",1
"28419",1
"28423",1
"28427",1
"28428",1
"28432",1
"28437",1
"28442",1
"28448",0
"28454",0
"28455",1
"28457",1
"28458",1
"28460",0
"28461",1
"28463",1
"28464",1
"28467",1
"28470",1
"28471",1
"28477",1
"28478",1
"28479",1
"28480",0
"28486",1
"28488",0
"28489",1
"28494",0
"28495",1
"28498",1
"28500",1
"28513",0
"28515",1
"28516",0
"28526",1
"28531",0
"28532",0
"28533",1
"28536",1
"28540",1
"28544",1
"28546",0
"28547",0
"28549",1
"28551",1
"28552",1
"28554",0
"28555",1
"28559",1
"28562",1
"28563",1
"28569",1
"28572",0
"28573",1
"28575",1
"28576",1
"28580",1
"28583",1
"28584",1
"28585",0
"28587",1
"28590",0
"28591",1
"28594",1
"28595",1
"28597",1
"28598",1
"28600",0
"28605",1
"28609",1
"28611",1
"28617",1
"28618",1
"28625",1
"28626",1
"28627",1
"28631",1
"28633",0
"28634",1
"28641",0
"28643",1
"28647",1
"28649",0
"28651",0
"28652",0
"28656",0
"28658",1
"28659",1
"28660",1
"28661",0
"28664",1
"28667",1
"28670",1
"28671",0
"28673",0
"28674",0
"28675",1
"28676",0
"28678",1
"28680",0
"28682",1
"28683",1
"28685",1
"28688",0
"28695",0
"28696",1
"28700",0
"28701",1
"28702",1
"28704",1
"28707",1
"28712",1
"28716",1
"28718",0
"28722",1
"28725",1
"28726",0
"28727",1
"28728",1
"28730",0
"28737",0
"28738",0
"28741",1
"28743",0
"28745",1
"28749",1
"28751",0
"28753",1
"28754",1
"28757",1
"28761",1
"28763",1
"28765",0
"28766",1
"28771",1
"28772",1
"28777",1
"28778",1
"28779",1
"28781",1
"28783",0
"28784",1
"28789",1
"28791",1
"28792",0
"28793",1
"28796",0
"28797",1
"28798",0
"28800",1
"28802",1
"28806",1
"28808",1
"28809",1
"28811",1
"28812",1
"28816",1
"28819",1
"28823",1
"28825",1
"28828",1
"28832",1
"28833",1
"28834",1
"28841",1
"28842",1
"28846",1
"28851",0
"28852",0
"28855",0
"28861",0
"28862",1
"28866",1
"28867",1
"28870",1
"28872",1
"28874",1
"28876",1
"28877",1
"28882",1
"28884",1
"28885",1
"28886",1
"28888",1
"28890",1
"28895",0
"28900",1
"28901",1
"28902",1
"28903",1
"28908",1
"28909",0
"28911",1
"28912",1
"28915",0
"28920",1
"28921",1
"28922",1
"28923",1
"28928",1
"28930",1
"28933",1
"28934",1
"28935",1
"28936",1
"28940",1
"28942",1
"28944",1
"28947",1
"28948",1
"28950",1
"28951",1
"28952",0
"28953",0
"28957",1
"28958",0
"28959",0
"28960",0
"28961",1
"28963",1
"28967",1
"28969",1
"28976",1
"28977",1
"28978",0
"28979",1
"28982",1
"28983",1
"28989",1
"28992",1
"28994",1
"28996",1
"28999",1
"29002",1
"29004",1
"29005",1
"29006",1
"29008",1
"29013",1
"29014",1
"29017",0
"29018",0
"29019",1
"29021",1
"29024",1
"29026",1
"29030",1
"29031",1
"29035",1
"29039",0
"29040",0
"29042",1
"29044",1
"29047",1
"29048",1
"29049",1
"29050",1
"29051",1
"29054",1
"29055",1
"29065",1
"29067",1
"29072",1
"29073",1
"29074",1
"29075",1
"29079",1
"29081",1
"29082",1
"29083",1
"29089",1
"29092",0
"29094",0
"29096",1
"29100",0
"29104",1
"29105",1
"29106",1
"29109",1
"29111",1
"29115",1
"29120",1
"29121",1
"29122",0
"29127",1
"29130",1
"29134",0
"29135",0
"29136",1
"29138",0
"29140",1
"29141",1
"29143",1
"29145",1
"29148",0
"29150",1
"29152",1
"29153",1
"29159",1
"29160",1
"29162",1
"29169",1
"29170",1
"29172",1
"29173",0
"29176",1
"29177",0
"29179",0
"29182",1
"29183",1
"29184",1
"29185",1
"29186",1
"29187",1
"29193",1
"29194",1
"29197",1
"29198",1
"29202",1
"29203",0
"29204",0
"29207",1
"29208",0
"29209",0
"29214",0
"29215",1
"29216",1
"29217",0
"29218",1
"29220",1
"29221",1
"29222",0
"29223",1
"29225",0
"29231",1
"29234",1
"29236",1
"29239",1
"29241",1
"29243",0
"29245",0
"29249",1
"29253",1
"29255",1
"29258",1
"29261",1
"29265",1
"29267",0
"29275",1
"29276",1
"29278",1
"29283",1
"29286",1
"29287",1
"29288",1
"29291",1
"29293",1
"29294",1
"29297",1
"29300",0
"29302",1
"29305",1
"29306",1
"29307",1
"29308",1
"29309",0
"29310",1
"29312",1
"29316",0
"29323",0
"29326",1
"29338",1
"29339",1
"29342",1
"29349",1
"29350",1
"29351",1
"29353",0
"29355",0
"29357",1
"29359",0
"29363",1
"29364",1
"29365",1
"29366",1
"29367",1
"29372",0
"29374",1
"29376",1
"29380",0
"29381",1
"29382",1
"29384",1
"29390",0
"29391",1
"29399",1
"29401",1
"29402",1
"29403",1
"29404",1
"29406",0
"29409",1
"29410",1
"29411",1
"29412",1
"29413",0
"29416",1
"29419",1
"29423",1
"29424",1
"29427",0
"29428",1
"29430",1
"29444",1
"29445",1
"29446",1
"29448",1
"29449",1
"29457",0
"29459",1
"29467",1
"29470",1
"29471",1
"29472",1
"29475",1
"29478",1
"29482",1
"29485",0
"29486",0
"29487",0
"29489",1
"29492",0
"29494",1
"29500",0
"29506",1
"29510",1
"29513",1
"29514",1
"29517",1
"29518",1
"29521",0
"29522",1
"29525",1
"29526",1
"29529",1
"29530",1
"29532",1
"29533",0
"29539",1
"29541",1
"29547",1
"29548",1
"29549",1
"29550",1
"29552",1
"29553",0
"29555",1
"29556",1
"29560",0
"29562",1
"29563",1
"29564",1
"29565",1
"29568",1
"29570",1
"29572",1
"29573",0
"29574",1
"29577",1
"29581",0
"29584",0
"29585",1
"29586",1
"29587",1
"29594",1
"29602",1
"29603",1
"29605",1
"29607",1
"29612",1
"29613",1
"29614",0
"29616",0
"29618",1
"29619",0
"29621",1
"29623",1
"29624",1
"29626",1
"29627",1
"29630",1
"29636",1
"29638",1
"29640",1
"29643",1
"29644",1
"29646",0
"29647",1
"29648",1
"29650",1
"29652",1
"29654",1
"29655",1
"29656",0
"29657",1
"29663",1
"29665",1
"29666",1
"29667",1
"29669",1
"29671",1
"29672",1
"29674",1
"29677",1
"29678",1
"29683",1
"29689",1
"29690",1
"29692",1
"29693",0
"29694",1
"29700",1
"29704",1
"29705",1
"29707",0
"29708",1
"29710",0
"29712",0
"29713",1
"29715",1
"29716",1
"29719",0
"29720",1
"29726",1
"29728",1
"29729",1
"29730",1
"29731",1
"29732",1
"29733",1
"29734",0
"29737",1
"29738",0
"29739",1
"29744",1
"29748",1
"29755",0
"29757",1
"29760",1
"29761",1
"29763",1
"29764",0
"29765",1
"29766",1
"29768",0
"29769",1
"29770",0
"29777",1
"29780",1
"29785",1
"29787",1
"29788",1
"29789",1
"29790",1
"29797",1
"29800",1
"29801",0
"29802",1
"29804",1
"29806",1
"29808",1
"29812",1
"29814",0
"29815",1
"29821",1
"29824",1
"29826",1
"29828",1
"29834",1
"29840",1
"29841",1
"29846",1
"29847",1
"29854",1
"29856",1
"29857",1
"29862",0
"29863",1
"29869",1
"29870",1
"29871",1
"29873",1
"29875",0
"29877",1
"29878",1
"29879",0
"29881",0
"29882",0
"29889",0
"29890",1
"29894",1
"29896",0
"29897",1
"29902",1
"29903",1
"29905",0
"29906",0
"29907",1
"29910",1
"29912",1
"29915",1
"29916",1
"29918",1
"29924",1
"29925",1
"29927",0
"29928",1
"29930",1
"29932",0
"29933",1
"29934",1
"29937",0
"29941",1
"29942",1
"29944",0
"29949",0
"29952",1
"29953",1
"29954",0
"29958",1
"29960",0
"29962",1
"29963",0
"29964",0
"29966",1
"29969",1
"29970",1
"29973",0
"29975",0
"29977",0
"29978",1
"29980",0
"29981",1
"29982",1
"29983",0
"29985",1
"29986",1
"29988",1
"29991",1
"29993",1
"30004",1
"30009",1
"30011",1
"30013",1
"30017",1
"30018",0
"30021",1
"30023",0
"30024",0
"30032",1
"30040",1
"30041",0
"30045",1
"30046",0
"30047",0
"30050",1
"30051",1
"30056",1
"30057",1
"30061",1
"30065",1
"30067",1
"30068",1
"30070",0
"30074",1
"30075",1
"30076",0
"30077",1
"30080",1
"30081",1
"30084",1
"30086",0
"30087",1
"30088",1
"30089",1
"30092",1
"30093",1
"30095",0
"30098",1
"30099",0
"30100",1
"30102",1
"30105",1
"30106",1
"30111",1
"30113",1
"30114",1
"30116",0
"30117",1
"30120",1
"30122",0
"30123",0
"30124",1
"30125",1
"30129",1
"30131",1
"30135",1
"30138",1
"30140",1
"30143",0
"30145",1
"30147",1
"30148",1
"30155",1
"30156",0
"30158",1
"30168",0
"30169",1
"30171",1
"30172",1
"30175",1
"30176",0
"30181",1
"30186",0
"30188",1
"30193",0
"30197",1
"30198",1
"30201",1
"30202",1
"30204",0
"30206",1
"30208",1
"30209",1
"30211",0
"30214",1
"30216",1
"30218",1
"30220",1
"30222",1
"30223",0
"30224",1
"30234",1
"30236",1
"30240",1
"30243",0
"30246",0
"30253",1
"30254",0
"30257",1
"30258",1
"30262",1
"30263",1
"30264",1
"30275",1
"30279",1
"30280",1
"30281",1
"30284",0
"30286",1
"30287",1
"30288",0
"30289",1
"30290",1
"30293",0
"30294",1
"30295",0
"30297",1
"30301",1
"30304",1
"30305",1
"30307",1
"30308",1
"30312",1
"30314",1
"30319",1
"30320",1
"30322",1
"30323",0
"30325",1
"30327",1
"30328",0
"30330",1
"30331",1
"30334",1
"30335",1
"30337",1
"30338",1
"30340",1
"30344",1
"30345",1
"30348",1
"30352",1
"30353",1
"30359",1
"30363",1
"30364",1
"30365",1
"30370",0
"30374",1
"30377",1
"30379",1
"30382",1
"30385",1
"30387",1
"30397",1
"30399",0
"30400",1
"30401",1
"30402",1
"30408",1
"30409",1
"30411",1
"30412",1
"30417",1
"30425",1
"30426",1
"30431",0
"30432",1
"30434",1
"30438",0
"30442",1
"30443",1
"30452",0
"30454",1
"30456",0
"30458",1
"30462",1
"30463",1
"30469",1
"30470",0
"30472",1
"30476",0
"30478",0
"30483",1
"30484",1
"30485",1
"30486",1
"30489",1
"30497",1
"30498",1
"30499",1
"30500",1
"30502",0
"30503",1
"30506",1
"30508",1
"30513",0
"30515",0
"30516",1
"30518",0
"30520",1
"30521",1
"30522",1
"30523",0
"30526",0
"30528",1
"30530",1
"30532",1
"30533",1
"30538",1
"30542",1
"30547",0
"30549",1
"30551",1
"30554",0
"30555",0
"30563",1
"30564",1
"30566",1
"30567",1
"30568",1
"30570",1
"30574",0
"30575",1
"30578",1
"30579",0
"30582",1
"30586",0
"30588",1
"30592",1
"30593",1
"30596",1
"30599",0
"30601",0
"30605",0
"30609",0
"30611",1
"30614",1
"30616",1
"30620",1
"30622",1
"30628",1
"30632",0
"30633",0
"30635",1
"30638",1
"30639",1
"30641",1
"30644",1
"30647",1
"30648",0
"30650",1
"30652",1
"30656",1
"30658",0
"30659",0
"30660",0
"30664",1
"30666",1
"30667",0
"30668",1
"30670",1
"30672",1
"30673",1
"30677",1
"30678",0
"30680",0
"30683",1
"30686",1
"30688",0
"30689",1
"30692",1
"30694",1
"30700",1
"30710",1
"30711",1
"30712",1
"30714",0
"30715",1
"30717",1
"30718",0
"30719",1
"30722",1
"30726",1
"30728",1
"30731",1
"30732",0
"30733",1
"30735",0
"30736",0
"30737",1
"30744",1
"30746",1
"30748",0
"30749",1
"30752",1
"30753",1
"30757",1
"30761",0
"30762",1
"30764",1
"30768",1
"30769",1
"30773",0
"30777",1
"30779",0
"30782",1
"30786",1
"30787",0
"30789",1
"30790",0
"30795",0
"30797",1
"30804",0
"30808",1
"30809",1
"30810",1
"30811",1
"30815",0
"30821",1
"30824",0
"30826",1
"30828",0
"30831",1
"30833",1
"30834",1
"30836",1
"30838",1
"30839",0
"30840",1
"30841",1
"30844",0
"30846",1
"30848",1
"30855",1
"30856",1
"30857",0
"30858",1
"30861",1
"30864",1
"30865",0
"30868",0
"30870",1
"30871",0
"30874",1
"30876",1
"30878",1
"30880",1
"30881",1
"30883",1
"30884",0
"30885",1
"30889",0
"30890",1
"30893",1
"30895",1
"30896",1
"30897",1
"30898",1
"30899",0
"30903",0
"30905",1
"30907",1
"30909",1
"30911",0
"30913",1
"30917",1
"30919",0
"30920",1
"30921",1
"30925",1
"30930",1
"30935",0
"30936",1
"30938",1
"30939",0
"30943",1
"30945",1
"30950",1
"30952",1
"30953",1
"30957",1
"30962",1
"30964",1
"30970",1
"30973",1
"30974",0
"30977",1
"30978",0
"30980",0
"30982",1
"30983",0
"30986",1
"30987",0
"30988",0
"30990",0
"30996",1
"30998",0
"30999",1
"31000",1
"31001",1
"31005",1
"31006",0
"31008",0
"31009",1
"31010",1
"31011",1
"31012",1
"31014",1
"31022",1
"31023",1
"31026",0
"31030",1
"31033",1
"31037",1
"31038",1
"31039",1
"31049",1
"31051",1
"31056",1
"31057",0
"31058",1
"31059",0
"31063",1
"31065",1
"31066",1
"31068",0
"31073",1
"31074",1
"31076",0
"31078",1
"31081",1
"31082",1
"31083",1
"31084",0
"31085",0
"31088",1
"31091",1
"31093",1
"31094",1
"31095",0
"31097",1
"31099",1
"31102",1
"31104",1
"31112",1
"31115",1
"31117",1
"31118",0
"31120",0
"31124",0
"31125",1
"31127",1
"31128",1
"31129",1
"31133",1
"31134",1
"31135",1
"31138",1
"31139",1
"31141",1
"31142",1
"31143",1
"31145",1
"31147",0
"31149",0
"31153",1
"31154",1
"31159",0
"31160",0
"31163",1
"31165",1
"31167",1
"31170",1
"31175",1
"31176",0
"31177",1
"31179",1
"31182",1
"31185",1
"31189",1
"31190",0
"31191",1
"31194",1
"31195",1
"31197",1
"31200",1
"31203",1
"31211",1
"31213",1
"31214",0
"31215",1
"31219",0
"31220",0
"31227",1
"31228",1
"31229",1
"31230",1
"31231",1
"31232",1
"31235",1
"31236",1
"31237",1
"31239",1
"31243",1
"31246",1
"31247",1
"31249",1
"31250",1
"31253",0
"31254",1
"31258",0
"31261",1
"31262",1
"31263",1
"31264",0
"31265",1
"31266",1
"31268",1
"31269",1
"31271",1
"31272",0
"31273",1
"31274",1
"31276",1
"31280",1
"31283",1
"31284",1
"31286",1
"31289",0
"31292",1
"31293",1
"31294",0
"31295",0
"31296",0
"31301",1
"31302",0
"31307",1
"31308",0
"31310",1
"31313",1
"31314",1
"31317",1
"31322",1
"31324",1
"31328",1
"31330",1
"31333",1
"31334",1
"31336",1
"31337",0
"31343",1
"31347",1
"31349",1
"31351",1
"31352",1
"31354",1
"31355",0
"31356",1
"31357",1
"31358",0
"31359",1
"31361",0
"31363",1
"31364",0
"31365",1
"31369",1
"31372",1
"31376",1
"31379",1
"31382",1
"31386",1
"31387",1
"31388",1
"31393",1
"31395",0
"31400",1
"31403",1
"31404",1
"31408",1
"31409",1
"31412",1
"31415",0
"31417",1
"31421",1
"31423",1
"31424",1
"31430",1
"31439",1
"31441",1
"31444",1
"31446",1
"31448",1
"31449",1
"31450",1
"31451",1
"31453",1
"31460",1
"31461",0
"31462",1
"31464",1
"31469",1
"31471",1
"31472",0
"31473",1
"31475",1
"31476",1
"31479",1
"31480",1
"31481",0
"31485",1
"31486",1
"31488",1
"31489",1
"31491",1
"31492",1
"31495",1
"31498",1
"31499",0
"31505",1
"31507",1
"31509",1
"31510",0
"31512",1
"31514",0
"31515",1
"31519",0
"31520",1
"31522",1
"31532",1
"31534",0
"31535",1
"31538",1
"31539",1
"31543",0
"31545",1
"31549",1
"31551",0
"31554",1
"31563",1
"31565",0
"31566",1
"31568",1
"31570",1
"31572",1
"31573",0
"31577",1
"31578",0
"31579",1
"31581",1
"31588",1
"31592",1
"31594",0
"31596",1
"31602",0
"31606",1
"31612",1
"31614",1
"31617",1
"31623",1
"31624",1
"31626",1
"31628",1
"31629",1
"31631",0
"31632",0
"31636",0
"31637",1
"31638",1
"31640",1
"31642",1
"31643",1
"31645",1
"31649",1
"31650",0
"31652",1
"31654",1
"31655",1
"31657",1
"31666",0
"31667",1
"31668",1
"31670",1
"31676",1
"31677",0
"31679",1
"31681",0
"31682",1
"31683",1
"31684",1
"31687",1
"31688",1
"31691",1
"31696",1
"31697",1
"31698",0
"31701",1
"31703",1
"31704",1
"31706",0
"31709",1
"31712",1
"31715",1
"31716",1
"31723",1
"31725",1
"31726",1
"31728",0
"31732",1
"31737",1
"31738",1
"31740",1
"31741",1
"31742",1
"31743",1
"31744",0
"31748",1
"31755",1
"31758",1
"31761",1
"31763",0
"31764",1
"31765",1
"31766",0
"31770",0
"31772",1
"31773",1
"31774",1
"31779",1
"31781",1
"31784",1
"31785",1
"31786",1
"31788",1
"31792",0
"31793",0
"31795",1
"31798",1
"31801",0
"31805",1
"31806",0
"31809",1
"31810",0
"31811",1
"31812",1
"31814",1
"31823",1
"31824",0
"31825",0
"31829",1
"31835",1
"31837",1
"31840",1
"31841",1
"31848",1
"31850",1
"31851",0
"31852",1
"31854",1
"31856",1
"31858",1
"31861",1
"31863",1
"31864",1
"31865",1
"31869",1
"31871",0
"31874",0
"31875",1
"31877",0
"31880",1
"31881",1
"31882",1
"31884",1
"31885",1
"31888",0
"31890",0
"31892",1
"31893",1
"31900",1
"31901",1
"31903",1
"31904",1
"31906",1
"31913",1
"31919",1
"31923",0
"31930",1
"31934",1
"31935",1
"31937",1
"31939",0
"31940",1
"31942",0
"31944",0
"31945",0
"31947",1
"31949",0
"31950",1
"31953",0
"31955",1
"31956",0
"31958",1
"31960",1
"31961",1
"31964",1
"31965",0
"31966",1
"31968",1
"31970",1
"31974",1
"31981",1
"31982",1
"31983",0
"31988",1
"31993",0
"31994",1
"31995",0
"31996",0
"31997",1
"32008",0
"32009",0
"32014",1
"32016",1
"32018",1
"32029",0
"32031",1
"32034",1
"32038",1
"32039",1
"32041",1
"32043",1
"32044",1
"32051",1
"32054",1
"32055",1
"32056",1
"32057",1
"32058",1
"32059",0
"32060",1
"32062",0
"32066",1
"32067",1
"32068",1
"32069",1
"32071",1
"32072",1
"32075",1
"32085",1
"32086",1
"32087",1
"32088",1
"32091",1
"32092",0
"32093",1
"32094",1
"32097",1
"32100",1
"32105",1
"32107",1
"32108",1
"32109",1
"32111",1
"32112",1
"32113",1
"32117",0
"32120",1
"32121",1
"32127",1
"32128",1
"32130",1
"32137",1
"32140",1
"32144",1
"32147",1
"32148",0
"32149",1
"32151",0
"32152",1
"32156",1
"32160",0
"32161",1
"32162",1
"32167",1
"32169",1
"32170",1
"32172",1
"32174",1
"32179",1
"32184",1
"32185",0
"32186",0
"32189",0
"32190",1
"32193",1
"32194",1
"32195",1
"32198",1
"32203",0
"32205",1
"32206",1
"32210",1
"32217",1
"32218",1
"32220",1
"32223",0
"32224",0
"32227",1
"32229",1
"32233",1
"32234",1
"32235",1
"32237",1
"32239",1
"32240",0
"32243",1
"32248",1
"32250",0
"32254",0
"32260",1
"32261",1
"32262",1
"32263",1
"32266",0
"32269",1
"32272",0
"32273",1
"32274",1
"32275",0
"32278",1
"32279",1
"32282",1
"32287",1
"32291",1
"32292",1
"32297",1
"32300",1
"32301",1
"32302",1
"32304",1
"32305",1
"32306",1
"32307",1
"32309",0
"32310",1
"32311",0
"32319",1
"32320",1
"32325",1
"32327",1
"32328",0
"32329",1
"32330",0
"32339",1
"32340",1
"32345",1
"32346",1
"32347",1
"32350",1
"32354",1
"32356",1
"32357",1
"32358",1
"32360",1
"32364",0
"32365",1
"32367",1
"32368",1
"32370",1
"32374",0
"32376",1
"32380",0
"32384",1
"32385",1
"32387",1
"32388",1
"32389",1
"32391",1
"32393",1
"32394",1
"32396",0
"32397",1
"32398",1
"32402",0
"32404",0
"32412",1
"32413",1
"32416",0
"32418",1
"32420",1
"32422",1
"32423",1
"32424",1
"32425",1
"32428",1
"32429",1
"32430",1
"32431",1
"32433",0
"32438",1
"32444",1
"32446",1
"32448",1
"32455",1
"32462",0
"32464",1
"32465",1
"32472",1
"32474",1
"32480",1
"32482",1
"32500",1
"32505",1
"32506",1
"32510",1
"32515",1
"32516",1
"32517",1
"32518",1
"32520",1
"32523",0
"32524",1
"32526",1
"32528",1
"32530",1
"32536",1
